,tweets,likes,time
141,RT @BTC_Archive: 💥BREAKING: VanEck will launch a #Bitcoin Strategy ETF tomorrow!,0,2021-11-15 21:02:48+00:00
142,"RT @CoinMarketCap: #Bitcoin Rallies to Start The New Week
Here's what you can look forward to for this week! 👇

https://t.co/qK7owVgLwD htt…",0,2021-11-15 21:02:48+00:00
143,"Trending on #LunarCrush:

""Top 10 #cryptocurrencies in the world by Twitter followers:

1: #BNB  5.9M
2: #Bitcoin  3.7M
3: #Dogecoin 2.4M
4: #XRP 2.2M
5: #SHIB 1.9M
6: #Ethereum..."" via @WatcherGuru

Top coin mentions
$safemoon

https://t.co/SxaoKPgA5i #LunarShare https://t.co/N0UPwh7skg",1,2021-11-15 21:02:48+00:00
144,"🇹🇭 Bitcoin(BTC) อาร์บิทราจ เหตุการณ์‼
  ✅BestAsk ตลาดซื้อขาย:Bitazza
  ราคา(ซื้อ):2,132,931บาท ⬇ 
  ✅BestBid ตลาดซื้อขาย:Upbit
  ราคา(ขาย):2,146,060บาท ⬆ 
 💰💴การซื้อขาย อาร์บิทราจ กำไร💴💰13,129บาท",0,2021-11-15 21:02:47+00:00
145,RT @BTC_Archive: Don't compare your #Bitcoin stash to people who have more - 98% of people  don't own any!,0,2021-11-15 21:02:46+00:00
146,"#Bitcoin is following 2017's path to the parabolic run of December almost to the T. 

But $BTC did dump 30% in Nov 2017 before doing 3.6X in only 5 weeks.

Be prepared for anything now in the next couple of weeks but don't think this bull run is over. https://t.co/GhiVDRbp0r",0,2021-11-15 21:02:45+00:00
147,@expert_para tarafından 2 ay önce verilen sepetin durumu da %80 kar! IDO/ICO sepeti de iyi kar getiriyor. $BAL bu süreçte tek düşen. #Binance #Bitcoin #Ethereum https://t.co/sDp20Lj1tQ,0,2021-11-15 21:02:45+00:00
148,"Industry Leader Anticipates Bitcoin to Soon Hit $16,000 Despite Recent Consolidation #cryptocurrencies #bitcoin #crypto #cryptocurrency https://t.co/ojx097HRjB",0,2021-11-15 21:02:44+00:00
149,"RT @AirdropDet: 🔍 New #Airdrop: GamesPad

💲Airdrop Pool: 10,000 BUSD

🔴 Start the airdrop bot https://t.co/lR8DxjjDD8

🔘 Do the tasks on th…",0,2021-11-15 21:02:44+00:00
150,"RT @anibalcripto: Llegamos a El Salvador🇸🇻! 
Resumen: Clima templado🥵, gente cordial y cálida😊, paisajes verdes por doquier🌳y lo mejor pagu…",0,2021-11-15 21:02:44+00:00
151,Millions in $HEX stakes are waiting to be claimed! Create a new stake to get your daily payouts. https://t.co/ZPEb7JTA41 | #Bitcoin #Ethereum #HEX  #PulseChain #ADA #DOGE #XRP #DOT #BTC #ETH $BTC $ETH #UNI #BCH #SOL #LTC #LINK #ICP https://t.co/AcOEg25UGX,0,2021-11-15 21:02:43+00:00
152,"RT @paxful: We're back in #ElSalvador 🇸🇻 with another episode of the #LightningDiaries.

Join us as we spend another week checking in on th…",0,2021-11-15 21:02:43+00:00
153,"RT @BitcoinMagazine: ""It's probably going to be ten times better than gold over a long period of time,"" Scaramucci on #Bitcoin https://t.co…",0,2021-11-15 21:02:43+00:00
154,@GiorgiaMeloni Comprate #Bitcoin,1,2021-11-15 21:02:43+00:00
155,"Trending on #LunarCrush:

""Identity of Bitcoin creator ‘Satoshi Nakamoto’ could be revealed in Florida court case"" via @nypost

Top coin mentions
$btc

https://t.co/H0blzekoub #LunarShare https://t.co/bRjhwehnaO",0,2021-11-15 21:02:43+00:00
156,"RT @arcbtc: Buying a coffee from @McDonalds using #bitcoin!🚀
Incredible work @OpenNodeCo for helping them integrate #LightningNetwork payme…",0,2021-11-15 21:02:42+00:00
157,"@Yfm I never thought of meeting a legit bitcoin trader after been scammed many times at my age but the heavens sent @Hendricksnino  guided me and help me make a living through bitcoin with my coinbase app, I recommend you to meet him now and also be a beneficiary of good work",0,2021-11-15 21:02:42+00:00
158,"@NFTanks_Game
 This is really an excellent project, with big ambitions . Follow us to stay tuned.
this very good company and amazing team ,I will introduce this project to people I know.
#NFTs, #NFTanks #bitcoin #BSC #Binancesmartchain",1,2021-11-15 21:02:42+00:00
159,"RT @crypto_birb: My $BTC targets are set. Expecting #Bitcoin to trade near $100k in next weeks. And yes, Im serious. What we're about to wi…",0,2021-11-15 21:02:42+00:00
160,https://t.co/T8QyxmytFt,0,2021-11-15 21:02:41+00:00
161,"RT @AirdropDet: 🔍 New #Airdrop: Shiba Santa

💲 Reward: Up to 1800 SHIBA SANTA + 2M SHIBA SANTA referral pool

🔴 Start the airdrop bot: http…",0,2021-11-15 21:02:41+00:00
162,"RT @da_renn4: Banks in #ElSalvador are way ahead of german banks, i guess :-P
At least in terms of enabling sound money services :)
#Bitcoi…",0,2021-11-15 21:02:41+00:00
163,"@nayibbukele Llevar #bitcoin a El Salvador fue bueno.

Pero recuerde que no se debe imponer nada a la población.  Libertad ante todo.",0,2021-11-15 21:02:41+00:00
164,"*New #13F report #bitcoin*
Filing entity: SCOPUS ASSET MANAGEMENT, L.P. 
Name: 13F-HR (Institutional investment manager holdings report)  INFORMATION TABLE
Filed: 2021-11-15
Reporting For: 2021-09-30
Form: https://t.co/PuQorGWAwD
Prev Forms: https://t.co/ImJeh4DT56",0,2021-11-15 21:02:41+00:00
165,What is the next 'bitcoin' again?,0,2021-11-15 21:02:40+00:00
166,RT @Rolandezra101: Selling peanuts for #bitcoin  in El Salvador 🇸🇻 https://t.co/zVN7QXJqQO,0,2021-11-15 21:02:40+00:00
167,"RT @axion_network: Introducing our newest #Axion Launch project - @Luxy_io!!! 
Imagine being able to invest in #Opensea at the very beginni…",0,2021-11-15 21:02:40+00:00
168,"@BITCOIN_ANIMALS 🙈WELCOME TO PLANET OF THE APES
🐵3D MONKEY ( OPENSEA ETH )
https://t.co/bIuiSDONWg https://t.co/cQNSA3UQ9j",0,2021-11-15 21:02:39+00:00
169,"RT @da_renn4: Banks in #ElSalvador are way ahead of german banks, i guess :-P
At least in terms of enabling sound money services :)
#Bitcoi…",0,2021-11-15 21:02:39+00:00
170,"Bitcoin And V For Vendetta 
From @BitcoinMagazine
https://t.co/dwbm0f5KBD",0,2021-11-15 21:02:39+00:00
171,"@CarlNyberg312 @GravelInstitute Bitcoin’s going to one million dollars this decade, easy",0,2021-11-15 21:02:39+00:00
172,"good afternoon, no fees on #bitcoin buying is pretty sick. Well done @ln_strike #1776 #dca https://t.co/v8didR7v1C",0,2021-11-15 21:02:38+00:00
173,RT @BTC_Archive: #Bitcoin crashed bro... 💀 https://t.co/ykYkTY5zdN,0,2021-11-15 21:02:38+00:00
174,https://t.co/Br0hPyxpAJ,0,2021-11-15 21:02:38+00:00
175,"RT @BitcoinMagazine: NEW - #Bitcoin mining firm to plant 53,000 trees, 1 for every block created on the blockchain in 2022. 🌲 https://t.co/…",0,2021-11-15 21:02:38+00:00
176,"$SANP @SANTOBLOCKCHAIN is planning to make a big splash in Panama’s crypto market by releasing the following in Spring of 2022. 

🔸 30-50 Bitcoin ATM Machines

🔸 Santo Pay Crypto Wallet

🔸 Santo Pay Crypto Card Solution

#BTC #Bitcoin #Crypto #Panama #SantoPay #CryptoCurrency https://t.co/U080NflyxC",1,2021-11-15 21:02:38+00:00
177,"RT @realRODavis: “the largest volume outside the U.S., according to Paxful, a peer-to-peer Bitcoin marketplace. It has also the largest pro…",0,2021-11-15 21:02:38+00:00
178,"@IvanOnTech Investing in #Bitcoin is the best way to secure your future, and that of your kids.
You can’t go wrong Investing in #Bitcoin

You should Follow @24Phipps , he knows his stuff when it comes to Bitcoin mining and Trading.
I’ve been following his tweets and I have learnt a lot.",0,2021-11-15 21:02:38+00:00
179,RT @Rolandezra101: Selling peanuts for #bitcoin  in El Salvador 🇸🇻 https://t.co/zVN7QXJqQO,0,2021-11-15 21:02:38+00:00
180,"RT @monicataher: Every since the #BitcoinLaw was announced in #ElSalvador , we’ve been working non-stop to ONBOARD INVESTORS who have come…",0,2021-11-15 21:02:37+00:00
181,"RT @BharBilion: Fact : Everyone know this meme right ?

The name of this dog is : $Kabosu .

Now : DYOR / TML ( Thanks me later )

#cryptoc…",0,2021-11-15 21:02:37+00:00
182,"RT @remamadisimo: @Techconcatalina Mucho Bitcoin pero de rentabilidad va muy mal, no como $DOGGGO 

El nuevo Dogecoin pero esta vez llegamo…",0,2021-11-15 21:02:37+00:00
183,"RT @da_renn4: Banks in #ElSalvador are way ahead of german banks, i guess :-P
At least in terms of enabling sound money services :)
#Bitcoi…",0,2021-11-15 21:02:36+00:00
184,RT @BTC_Archive: Don't compare your #Bitcoin stash to people who have more - 98% of people  don't own any!,0,2021-11-15 21:02:36+00:00
185,RT @nayibbukele: Multi national giants like @McDonalds accept #Bitcoin in El Salvador 🇸🇻,0,2021-11-15 21:02:36+00:00
186,"Crypto needs to reverse higher quickly otherwise the extreme volatility compression (happens once a year at most) is going to result in a potentially massive bull market ending sell off. 🔥🐻🔥

#Bitcoin #BTC #Ethereum https://t.co/Geu3ALHNRw",3,2021-11-15 21:02:35+00:00
187,"RT @RektProof: Will wait for a deviation below the lows before looking for longs alongside Alt Longs.

#Bitcoin https://t.co/u5OcVA6ae6",0,2021-11-15 21:02:35+00:00
188,"RT @TheMoonCarl: If #Bitcoin does not hit $100,000 before the end of next year then I’ll delete my Twitter...",0,2021-11-15 21:02:35+00:00
189,"RT @da_renn4: Banks in #ElSalvador are way ahead of german banks, i guess :-P
At least in terms of enabling sound money services :)
#Bitcoi…",0,2021-11-15 21:02:35+00:00
190,RT @CryptoPoseidonn: #Bitcoin https://t.co/bxsMbU9757,0,2021-11-15 21:02:35+00:00
191,"«L’or, c’est du bitcoin en moins bien», pourquoi le prix du bitcoin pourrait dépasser le million de dollars

Réponse avec Mathieu Jamar, spécialiste financier reconnu du Bitcoin et fondateur de DCY, société de trading et d’investissements en cryptomonnaies

📽 @Louis_Tellier https://t.co/NtDsgmXvVB",0,2021-11-15 21:02:35+00:00
192,"«L’or, c’est du bitcoin en moins bien», pourquoi le prix du bitcoin pourrait dépasser le million de dollars

Réponse avec Mathieu Jamar, spécialiste financier reconnu du Bitcoin et fondateur de DCY, société de trading et d’investissements en cryptomonnaies

📽 @Louis_Tellier https://t.co/A1DC8O953M",1,2021-11-15 21:02:34+00:00
193,RT @BTC_Archive: Don't compare your #Bitcoin stash to people who have more - 98% of people  don't own any!,0,2021-11-15 21:02:34+00:00
194,"Some free alpha on LTF S/D zones for y'all.

Young Padawan, remember that the Dark Side of the Force is a pathway to many abilities some consider to be unnatural. 😉

#Bitcoin #BTC $BTC https://t.co/vVjQzWVU9A",2,2021-11-15 21:02:34+00:00
195,"RT @InvestWithDiego: @nypost I think @coinbase has the wrong #bitcoin listed on their site. 
I don't think this #BTC is bitcoin  🤔

@Coinba…",0,2021-11-15 21:02:33+00:00
196,"RT @AirdropStario: 💧 ShibaGalaxy Airdrop 💧

🏆 Task:          ➕ $10,000 worth of ShibaGalaxy » Total airdrop pool.

👨‍👩‍👧 Referral:   ➕  10…",0,2021-11-15 21:02:33+00:00
197,"RT @coin_mining1: $25000 #Bitcoin To A Random Person Just Follows &amp; Retweets

Best Of Luck...",0,2021-11-15 21:02:33+00:00
198,"RT @InvestWithDiego: @saikokomonZ9 @MichaelWehrmann @nypost @bitcoinkaiser @saylor @coinbase @CoinbaseSupport @CoinbasePro 
hello I think y…",0,2021-11-15 21:02:33+00:00
199,"RT @negrunch: Al fin hemos llegado a la meca bitcoiner y lo primero que hemos hecho es comer pupusas, pagamos con #Bitcoin utilizando #Ligh…",0,2021-11-15 21:02:33+00:00
