,Date,Open,High,Low,Adj Close,Volume,ref_Close,Perc_ref,Perc_Change,Ticker,Net_Close,Net_High,Net_Low,PC 1,PC 2,PC 3,Class
0,2020-01-02,6.14,6.47,6.07,6.31,4453600,0.0,0.0,0.0269413629160063,GME,0.1699999999999999,0.33,-0.0699999999999994,-0.5283161284322443,-0.23616704411124778,-0.0883075097667065,0
1,2020-01-03,6.21,6.25,5.84,5.88,3543900,-0.4299999999999997,-0.0681458003169571,-0.0561224489795918,GME,-0.33,0.04,-0.3700000000000001,-0.45066781242727627,-0.3409776221213047,-0.0753008610728733,0
2,2020-01-06,5.8,5.91,5.6,5.85,3394800,-0.4599999999999999,-0.0729001584786053,0.0085470085470085,GME,0.0499999999999998,0.1100000000000003,-0.2000000000000001,-0.513890416968812,-0.2903180520303876,-0.09353366519626385,0
3,2020-01-07,5.77,5.83,5.44,5.52,5228000,-0.79,-0.1251980982567353,-0.0452898550724637,GME,-0.25,0.0600000000000005,-0.3299999999999992,-0.4590198891340688,-0.3124668541085357,-0.042119287796353815,0
4,2020-01-08,5.49,5.85,5.41,5.72,5629400,-0.5899999999999999,-0.0935023771790808,0.0402097902097901,GME,0.2299999999999995,0.3599999999999994,-0.08,-0.5283371632777564,-0.2133031758621436,-0.06726723147898385,0
5,2020-01-09,5.82,5.82,5.48,5.55,2643000,-0.7599999999999998,-0.1204437400950871,-0.0486486486486487,GME,-0.2700000000000004,0.0,-0.3399999999999998,-0.46703921735107806,-0.3488854157151467,-0.09341725316815656,0
6,2020-01-10,5.56,5.6,5.38,5.43,2781400,-0.8799999999999999,-0.1394611727416798,-0.0239410681399631,GME,-0.1299999999999999,0.04,-0.1799999999999997,-0.5023167095891642,-0.3269420814057727,-0.0949487093255705,0
7,2020-01-13,5.43,5.61,5.33,5.43,3625200,-0.8799999999999999,-0.1394611727416798,0.0,GME,0.0,0.1800000000000006,-0.0999999999999996,-0.5167764955041595,-0.28462699245794004,-0.08986530606694496,0
8,2020-01-14,4.78,5.0,4.53,4.71,12561900,-1.5999999999999996,-0.2535657686212361,-0.0148619957537155,GME,-0.0700000000000002,0.2199999999999997,-0.25,-0.45826500275389404,-0.196798819366087,0.10092397921189138,0
9,2020-01-15,4.66,4.73,4.55,4.61,4981100,-1.6999999999999993,-0.2694136291600633,-0.0108459869848155,GME,-0.0499999999999998,0.0700000000000002,-0.1100000000000003,-0.5126162238290479,-0.29208076458761184,-0.05066455654309784,0
10,2020-01-16,4.61,4.71,4.52,4.62,4287100,-1.6899999999999995,-0.2678288431061806,0.0021645021645021,GME,0.0099999999999997,0.0999999999999996,-0.0900000000000007,-0.522462604977885,-0.28809292538061476,-0.06967731877584205,0
11,2020-01-17,4.58,4.75,4.51,4.75,4019500,-1.5599999999999996,-0.2472266244057051,0.0357894736842105,GME,0.1699999999999999,0.1699999999999999,-0.0700000000000002,-0.5399466506524334,-0.262820383284698,-0.08589149663295363,0
12,2020-01-21,4.75,4.75,4.55,4.59,3532100,-1.7199999999999998,-0.2725832012678288,-0.0348583877995643,GME,-0.1600000000000001,0.0,-0.2000000000000001,-0.49639579092418007,-0.3283245490858234,-0.07501504446496864,0
13,2020-01-22,4.55,4.64,4.46,4.56,2627500,-1.75,-0.277337559429477,0.0021929824561403,GME,0.0099999999999997,0.0899999999999998,-0.0899999999999998,-0.5281396633907481,-0.30606825669251536,-0.10504239524740104,0
