,Date,Open,High,Low,Adj Close,Volume,ref_Close,Perc_ref,Ticker,Net_Close,Net_High,Net_Low
0,2020-04-28,5.92,6.04,5.06,5.64,5200200,0.0,0.0,GME_b,-0.28000000000000025,0.1200000000000001,-0.8600000000000003
1,2020-04-29,5.83,6.09,5.45,6.04,3369600,0.40000000000000036,0.0709219858156029,GME_b,0.20999999999999996,0.2599999999999998,-0.3799999999999999
2,2020-04-30,5.87,5.98,5.64,5.73,2173300,0.09000000000000075,0.015957446808510772,GME_b,-0.13999999999999968,0.11000000000000032,-0.23000000000000043
3,2020-05-01,5.65,6.18,5.45,6.05,4005600,0.41000000000000014,0.07269503546099294,GME_b,0.39999999999999947,0.5299999999999994,-0.20000000000000018
4,2020-05-04,5.84,5.93,5.4,5.48,4068100,-0.15999999999999925,-0.028368794326241006,GME_b,-0.35999999999999943,0.08999999999999986,-0.4399999999999995
5,2020-05-05,5.55,5.63,5.35,5.39,2105900,-0.25,-0.044326241134751775,GME_b,-0.16000000000000014,0.08000000000000007,-0.20000000000000018
6,2020-05-06,5.4,5.4,4.9,4.93,3369600,-0.71,-0.12588652482269502,GME_b,-0.47000000000000064,0.0,-0.5
7,2020-05-07,4.83,4.93,4.65,4.87,2500800,-0.7699999999999996,-0.13652482269503538,GME_b,0.040000000000000036,0.09999999999999964,-0.17999999999999972
8,2020-05-08,4.88,5.19,4.82,4.98,2352600,-0.6599999999999993,-0.11702127659574456,GME_b,0.10000000000000053,0.3100000000000005,-0.05999999999999961
9,2020-05-11,4.92,4.96,4.75,4.76,1699200,-0.8799999999999999,-0.15602836879432624,GME_b,-0.16000000000000014,0.040000000000000036,-0.16999999999999993
10,2020-05-12,4.78,4.92,4.46,4.54,2639200,-1.0999999999999996,-0.19503546099290775,GME_b,-0.2400000000000002,0.13999999999999968,-0.3200000000000003
11,2020-05-13,4.54,4.54,4.07,4.21,2882900,-1.4299999999999997,-0.2535460992907801,GME_b,-0.33000000000000007,0.0,-0.46999999999999975
12,2020-05-14,4.15,4.19,3.96,4.13,2004900,-1.5099999999999998,-0.2677304964539007,GME_b,-0.020000000000000462,0.040000000000000036,-0.1900000000000004
13,2020-05-15,4.05,4.45,4.04,4.22,1940600,-1.42,-0.25177304964539005,GME_b,0.16999999999999993,0.40000000000000036,-0.009999999999999787
14,2020-05-18,4.4,4.63,4.36,4.58,2364200,-1.0599999999999996,-0.18794326241134746,GME_b,0.17999999999999972,0.22999999999999954,-0.040000000000000036
15,2020-05-19,4.58,4.75,4.37,4.44,1840700,-1.1999999999999993,-0.2127659574468084,GME_b,-0.13999999999999968,0.16999999999999993,-0.20999999999999996
16,2020-05-20,4.5,4.69,4.34,4.43,2543600,-1.21,-0.21453900709219859,GME_b,-0.07000000000000028,0.1900000000000004,-0.16000000000000014
17,2020-05-21,4.45,4.65,4.4,4.44,1971900,-1.1999999999999993,-0.2127659574468084,GME_b,-0.009999999999999787,0.20000000000000018,-0.04999999999999982
18,2020-05-22,4.46,4.49,4.13,4.18,2379900,-1.46,-0.25886524822695034,GME_b,-0.28000000000000025,0.03000000000000025,-0.33000000000000007
19,2020-05-26,4.34,4.61,4.33,4.42,3545700,-1.2199999999999998,-0.21631205673758863,GME_b,0.08000000000000007,0.27000000000000046,-0.009999999999999787
20,2020-05-27,4.57,4.71,4.36,4.69,3146600,-0.9499999999999993,-0.16843971631205662,GME_b,0.1200000000000001,0.13999999999999968,-0.20999999999999996
21,2020-05-28,4.75,4.76,4.3,4.33,2183900,-1.3099999999999996,-0.23226950354609924,GME_b,-0.41999999999999993,0.009999999999999787,-0.4500000000000002
22,2020-05-29,4.33,4.42,4.05,4.06,3961700,-1.58,-0.2801418439716312,GME_b,-0.27000000000000046,0.08999999999999986,-0.28000000000000025
23,2020-06-01,4.12,4.36,4.02,4.13,2611600,-1.5099999999999998,-0.2677304964539007,GME_b,0.009999999999999787,0.2400000000000002,-0.10000000000000053
24,2020-06-02,4.27,4.31,4.06,4.18,2369400,-1.46,-0.25886524822695034,GME_b,-0.08999999999999986,0.040000000000000036,-0.20999999999999996
25,2020-06-03,4.24,4.52,4.2,4.44,3037400,-1.1999999999999993,-0.2127659574468084,GME_b,0.20000000000000018,0.27999999999999936,-0.040000000000000036
26,2020-06-04,4.44,4.72,4.37,4.47,3514300,-1.17,-0.2074468085106383,GME_b,0.02999999999999936,0.27999999999999936,-0.07000000000000028
27,2020-06-05,4.29,4.41,4.09,4.14,6274400,-1.5,-0.26595744680851063,GME_b,-0.15000000000000036,0.1200000000000001,-0.20000000000000018
