,Date,Open,High,Low,Adj Close,Volume,b_ref_Close,b_Perc_ref,a_ref_Close,a_Perc_ref,Ticker,Net_Close,Net_High
1244,2021-04-13,29.26,29.969999,27.34,27.93,7244700,21.28,3.2,0.9199999999999982,0.034061458718992896,BBBY,-1.3300000000000018,0.7099989999999998
1245,2021-04-14,24.07,25.889999,23.68,24.52,23381500,17.869999999999997,2.6872180451127816,-2.490000000000002,-0.09218807848944842,BBBY,0.4499999999999993,1.8199989999999993
1246,2021-04-15,24.58,24.620001,23.34,24.540001,6645700,17.890000999999998,2.690225714285714,-2.4699990000000014,-0.09144757497223255,BBBY,-0.03999899999999812,0.040001000000000175
1247,2021-04-16,24.18,25.959999,24.18,25.52,5435600,18.869999999999997,2.8375939849624054,-1.490000000000002,-0.05516475379489085,BBBY,1.3399999999999999,1.779999
1248,2021-04-19,25.4,26.370001,24.950001,25.09,5029800,18.439999999999998,2.772932330827067,-1.9200000000000017,-0.0710847834135506,BBBY,-0.3099999999999987,0.9700009999999999
1249,2021-04-20,25.889999,26.24,24.450001,25.209999,6951200,18.559998999999998,2.790977293233082,-1.8000010000000017,-0.06664202147352838,BBBY,-0.6799999999999997,0.3500009999999989
1250,2021-04-21,25.0,26.969999,24.98,26.42,4656200,19.770000000000003,2.972932330827068,-0.5899999999999999,-0.02184376156978896,BBBY,1.4200000000000017,1.9699990000000014
1251,2021-04-22,26.76,26.9,25.940001,26.42,2320800,19.770000000000003,2.972932330827068,-0.5899999999999999,-0.02184376156978896,BBBY,-0.33999999999999986,0.13999999999999702
1252,2021-04-23,26.49,26.99,26.24,26.52,2007800,19.869999999999997,2.9879699248120297,-0.490000000000002,-0.018141429100333284,BBBY,0.030000000000001137,0.5
1253,2021-04-26,26.75,26.85,25.57,25.85,2805800,19.200000000000003,2.8872180451127822,-1.1600000000000001,-0.042947056645686786,BBBY,-0.8999999999999986,0.10000000000000142
1254,2021-04-27,26.07,27.24,26.01,26.4,3163100,19.75,2.969924812030075,-0.610000000000003,-0.02258422806368023,BBBY,0.3299999999999983,1.1699999999999982
1255,2021-04-28,26.34,26.440001,25.809999,26.209999,1390200,19.559998999999998,2.9413532330827064,-0.8000010000000017,-0.029618696778970815,BBBY,-0.13000100000000003,0.1000009999999989
1256,2021-04-29,26.290001,26.5,25.51,26.01,2192800,19.36,2.9112781954887215,-1.0,-0.03702332469455757,BBBY,-0.2800009999999986,0.20999899999999982
1257,2021-04-30,25.91,26.030001,24.98,25.32,4043600,18.67,2.8075187969924813,-1.6900000000000013,-0.06256941873380234,BBBY,-0.5899999999999999,0.12000099999999847
1258,2021-05-03,25.280001,25.73,25.0,25.17,3182500,18.520000000000003,2.7849624060150378,-1.8399999999999999,-0.06812291743798592,BBBY,-0.1100009999999969,0.4499990000000018
1259,2021-05-04,24.98,25.200001,24.059999,25.049999,4476600,18.399999,2.766917142857143,-1.9600010000000019,-0.0725657534246576,BBBY,0.06999899999999926,0.2200009999999999
1260,2021-05-05,24.9,25.33,24.110001,24.389999,3460500,17.739998999999997,2.6676690225563906,-2.620001000000002,-0.0970011477230656,BBBY,-0.510000999999999,0.4299999999999997
1261,2021-05-06,24.77,25.1,24.25,24.91,4353500,18.259999999999998,2.7458646616541347,-2.1000000000000014,-0.07774898185857095,BBBY,0.14000000000000057,0.33000000000000185
1262,2021-05-07,24.91,25.73,24.74,25.4,1818600,18.75,2.819548872180451,-1.610000000000003,-0.0596075527582378,BBBY,0.48999999999999844,0.8200000000000003
1263,2021-05-10,25.26,25.99,25.139999,25.16,2482900,18.509999999999998,2.7834586466165407,-1.8500000000000014,-0.06849315068493156,BBBY,-0.10000000000000142,0.7299999999999969
1264,2021-05-11,24.34,25.1,23.74,25.01,3714900,18.36,2.7609022556390976,-2.0,-0.07404664938911514,BBBY,0.6700000000000017,0.7600000000000016
1265,2021-05-12,24.9,25.07,23.4,23.66,3089000,17.009999999999998,2.5578947368421048,-3.3500000000000014,-0.1240281377267679,BBBY,-1.2399999999999984,0.1700000000000017
1266,2021-05-13,23.549999,24.280001,22.85,23.32,4135500,16.67,2.506766917293233,-3.6900000000000013,-0.1366160681229175,BBBY,-0.2299989999999994,0.7300019999999989
1267,2021-05-14,23.67,25.139999,23.639999,25.120001,3877100,18.470000999999996,2.7774437593984955,-1.889999000000003,-0.06997404664938922,BBBY,1.4500009999999968,1.4699989999999978
1268,2021-05-17,25.129999,25.879999,25.110001,25.200001,2777300,18.550001,2.7894738345864662,-1.8099990000000012,-0.06701218067382456,BBBY,0.07000199999999879,0.75
1269,2021-05-18,25.540001,25.68,24.66,24.84,3874300,18.189999999999998,2.735338345864661,-2.1700000000000017,-0.08034061458718998,BBBY,-0.7000010000000003,0.13999899999999954
1270,2021-05-19,24.219999,24.68,23.85,24.65,2237600,18.0,2.706766917293233,-2.360000000000003,-0.08737504627915597,BBBY,0.4300009999999972,0.46000099999999833
1271,2021-05-20,24.43,24.530001,23.18,23.690001,4646400,17.040000999999997,2.5624061654135333,-3.319999000000003,-0.12291740096260653,BBBY,-0.739999000000001,0.1000009999999989
1272,2021-05-21,23.76,24.559999,23.75,24.15,2722400,17.5,2.631578947368421,-2.860000000000003,-0.10588670862643476,BBBY,0.389999999999997,0.7999989999999997
1273,2021-05-24,24.34,24.440001,23.75,23.75,1939500,17.1,2.5714285714285716,-3.2600000000000016,-0.12069603850425774,BBBY,-0.5899999999999999,0.1000009999999989
1274,2021-05-25,23.799999,24.6,23.73,23.74,3333500,17.089999999999996,2.5699248120300746,-3.270000000000003,-0.12106627175120337,BBBY,-0.059999000000001246,0.8000010000000017
1275,2021-05-26,24.18,26.969999,24.110001,26.5,7847100,19.85,2.9849624060150375,-0.5100000000000016,-0.01888189559422442,BBBY,2.3200000000000003,2.7899990000000017
1276,2021-05-27,26.42,28.120001,25.309999,27.01,9711200,20.36,3.0616541353383457,0.0,0.0,BBBY,0.5899999999999999,1.7000009999999968
1277,2021-05-28,27.32,30.219999,27.219999,27.99,13567700,21.339999999999996,3.209022556390977,0.9799999999999969,0.036282858200666304,BBBY,0.6699999999999982,2.899999000000001
1278,2021-06-01,28.950001,29.24,27.23,27.26,6645700,20.61,3.099248120300752,0.25,0.009255831173639392,BBBY,-1.6900009999999988,0.2899989999999981
1279,2021-06-02,27.74,44.509998,27.02,44.189999,109871300,37.539999,5.6451126315789475,17.179999,0.6360606812291743,BBBY,16.449999000000002,16.769998000000005
1280,2021-06-03,38.529999,38.790001,31.75,31.9,39101700,25.25,3.796992481203007,4.889999999999997,0.1810440577563864,BBBY,-6.629998999999998,0.26000200000000007
1281,2021-06-04,32.349998,33.0,30.459999,31.709999,12079000,25.059998999999998,3.7684209022556385,4.699998999999998,0.1740095890410958,BBBY,-0.6399989999999995,0.6500020000000006
1282,2021-06-07,31.940001,35.310001,31.809999,33.98,12690800,27.33,4.109774436090225,6.969999999999995,0.2580525731210661,BBBY,2.039998999999998,3.370000000000001
1283,2021-06-08,34.700001,40.0,34.09,36.830002,15189100,30.180002,4.538346165413534,9.820001999999999,0.3635691225472047,BBBY,2.130001,5.299999
1284,2021-06-09,36.040001,36.5,33.25,34.290001,6918900,27.640000999999998,4.156391127819548,7.280000999999995,0.2695298407997036,BBBY,-1.75,0.4599990000000034
1285,2021-06-10,34.09,35.09,30.84,31.530001,6513300,24.880001,3.7413535338345865,4.520000999999997,0.1673454646427248,BBBY,-2.559999000000005,1.0
1286,2021-06-11,31.959999,32.990002,31.42,31.91,3396500,25.259999999999998,3.7984962406015033,4.899999999999999,0.18141429100333203,BBBY,-0.04999899999999968,1.0300029999999971
1287,2021-06-14,31.950001,32.189999,29.85,30.16,4497000,23.509999999999998,3.5353383458646612,3.1499999999999986,0.11662347278785629,BBBY,-1.7900010000000002,0.23999799999999993
1288,2021-06-15,30.08,30.26,28.66,29.459999,4240700,22.809998999999998,3.4300750375939844,2.4499989999999983,0.09070710847834129,BBBY,-0.6200009999999985,0.18000000000000327
1289,2021-06-16,28.620001,29.440001,27.879999,29.1,4271500,22.450000000000003,3.3759398496240602,2.09,0.07737874861162532,BBBY,0.47999900000000295,0.8200000000000003
1290,2021-06-17,29.049999,30.18,28.98,29.35,3494400,22.700000000000003,3.4135338345864663,2.34,0.0866345797852647,BBBY,0.30000100000000174,1.130001
1291,2021-06-18,28.99,29.700001,27.299999,27.379999,8874100,20.729999,3.117293082706767,0.36999899999999997,0.013698593113661605,BBBY,-1.610000999999997,0.7100010000000019
1292,2021-06-21,27.389999,28.379999,27.049999,27.68,4492100,21.03,3.162406015037594,0.6699999999999982,0.024805627545353502,BBBY,0.2900010000000002,0.990000000000002
1293,2021-06-22,28.0,29.110001,27.66,28.66,3739800,22.009999999999998,3.3097744360902253,1.6499999999999986,0.06108848574601994,BBBY,0.6600000000000001,1.1100010000000005
1294,2021-06-23,28.639999,29.809999,28.639999,29.309999,3145200,22.659999,3.4075186466165412,2.2999989999999997,0.0851536097741577,BBBY,0.6700000000000017,1.1700000000000017
1295,2021-06-24,31.08,32.150002,29.43,30.25,9495500,23.6,3.5488721804511276,3.2399999999999984,0.11995557201036647,BBBY,-0.8299999999999983,1.0700020000000023
1296,2021-06-25,30.25,30.559999,28.92,28.93,6747800,22.28,3.350375939849624,1.9199999999999982,0.07108478341355047,BBBY,-1.3200000000000003,0.30999900000000125
1297,2021-06-28,30.35,31.959999,29.940001,30.66,6645800,24.009999999999998,3.6105263157894734,3.6499999999999986,0.1351351351351351,BBBY,0.3099999999999987,1.6099989999999984
1298,2021-06-29,31.08,31.33,29.65,29.91,6026700,23.259999999999998,3.497744360902255,2.8999999999999986,0.1073676416142169,BBBY,-1.1699999999999982,0.25
1299,2021-06-30,30.82,39.299999,30.6,33.290001,51455300,26.640000999999998,4.006015187969925,6.280000999999995,0.23250651610514605,BBBY,2.4700009999999963,8.479999
1300,2021-07-01,34.68,35.240002,32.099998,32.639999,12267100,25.989999000000005,3.90827052631579,5.6299990000000015,0.2084412810070345,BBBY,-2.0400009999999966,0.5600019999999972
1301,2021-07-02,32.25,32.610001,31.15,31.299999,4290400,24.649999,3.7067667669172932,4.289998999999998,0.1588300259163272,BBBY,-0.9500010000000003,0.3600009999999969
1302,2021-07-06,31.27,31.32,29.700001,30.280001,4208100,23.630001,3.553383609022556,3.270000999999997,0.12106630877452784,BBBY,-0.989999000000001,0.05000000000000071
1303,2021-07-07,29.700001,30.07,28.530001,28.85,3395700,22.200000000000003,3.338345864661654,1.8399999999999999,0.06812291743798592,BBBY,-0.8500009999999989,0.36999899999999997
1304,2021-07-08,28.139999,29.280001,27.43,28.450001,3571400,21.800001,3.2781956390977443,1.4400009999999988,0.05331362458348755,BBBY,0.3100020000000008,1.140001999999999
1305,2021-07-09,29.049999,29.950001,28.969999,29.6,2526600,22.950000000000003,3.4511278195488724,2.59,0.0958904109589041,BBBY,0.5500010000000017,0.9000020000000006
1306,2021-07-12,29.67,30.309999,28.99,30.1,2712200,23.450000000000003,3.5263157894736845,3.09,0.11440207330618288,BBBY,0.4299999999999997,0.6399989999999995
1307,2021-07-13,30.0,31.700001,29.059999,29.35,3650400,22.700000000000003,3.4135338345864663,2.34,0.0866345797852647,BBBY,-0.6499999999999986,1.7000010000000003
1308,2021-07-14,29.120001,29.92,27.83,27.889999,2904300,21.239998999999997,3.1939848120300747,0.879998999999998,0.03258048870788589,BBBY,-1.230001999999999,0.7999990000000032
1309,2021-07-15,27.99,28.610001,26.860001,27.68,2677600,21.03,3.162406015037594,0.6699999999999982,0.024805627545353502,BBBY,-0.3099999999999987,0.620001000000002
1310,2021-07-16,27.82,27.93,26.84,27.16,1828300,20.509999999999998,3.084210526315789,0.14999999999999858,0.005553498704183583,BBBY,-0.6600000000000001,0.10999999999999943
1311,2021-07-19,26.27,27.620001,26.16,27.139999,3280500,20.489998999999997,3.0812028571428565,0.12999899999999798,0.004812995186967714,BBBY,0.869999,1.350000999999999
1312,2021-07-20,28.08,29.33,27.5,29.049999,5561300,22.399999,3.368420902255639,2.039998999999998,0.07552754535357267,BBBY,0.9699990000000014,1.25
1313,2021-07-21,28.790001,30.190001,28.780001,29.889999,3022500,23.239998999999997,3.4947366917293228,2.879998999999998,0.10662713809700103,BBBY,1.0999979999999994,1.3999999999999986
1314,2021-07-22,30.25,30.35,28.959999,29.41,1508300,22.759999999999998,3.422556390977443,2.3999999999999986,0.08885597926693811,BBBY,-0.8399999999999999,0.10000000000000142
1315,2021-07-23,29.530001,29.66,28.549999,28.719999,1503700,22.069999000000003,3.3187968421052636,1.7099989999999998,0.06330984820436875,BBBY,-0.8100019999999972,0.12999900000000153
1316,2021-07-26,28.91,30.02,28.780001,29.83,2042600,23.18,3.4857142857142853,2.8199999999999967,0.10440577563865222,BBBY,0.9199999999999982,1.1099999999999994
1317,2021-07-27,29.629999,29.83,28.440001,29.08,1993600,22.43,3.3729323308270676,2.0699999999999967,0.07663828211773405,BBBY,-0.5499990000000032,0.20000099999999676
1318,2021-07-28,29.299999,29.639999,28.52,29.129999,1092700,22.479999,3.380450977443609,2.119999,0.07848941132913735,BBBY,-0.16999999999999815,0.33999999999999986
1319,2021-07-29,29.200001,30.030001,28.620001,28.74,1354000,22.089999999999996,3.3218045112781946,1.7299999999999969,0.06405035172158448,BBBY,-0.4600010000000019,0.8299999999999983
1320,2021-07-30,28.65,29.35,28.18,28.540001,2004300,21.890000999999998,3.29172947368421,1.5300009999999986,0.05664572380599772,BBBY,-0.1099989999999984,0.7000000000000028
1321,2021-08-02,28.66,29.219999,28.209999,28.33,1562500,21.68,3.2601503759398494,1.3199999999999967,0.04887078859681587,BBBY,-0.33000000000000185,0.5599990000000012
1322,2021-08-03,28.41,28.68,27.700001,28.459999,1507000,21.809998999999998,3.2796990977443605,1.4499989999999983,0.05368378378378372,BBBY,0.04999899999999968,0.2699999999999996
1323,2021-08-04,28.74,28.74,26.59,27.129999,3598900,20.479999,3.079699097744361,0.11999899999999997,0.004442761940022213,BBBY,-1.610000999999997,0.0
1324,2021-08-05,27.040001,27.940001,27.040001,27.620001,1302700,20.970000999999996,3.1533836090225558,0.6100009999999969,0.022584265087004698,BBBY,0.5799999999999983,0.8999999999999986
1325,2021-08-06,27.879999,28.040001,27.049999,27.24,1869200,20.589999999999996,3.0962406015037587,0.22999999999999687,0.008515364679748125,BBBY,-0.6399990000000031,0.16000199999999865
1326,2021-08-09,27.120001,28.5,26.879999,27.99,2800000,21.339999999999996,3.209022556390977,0.9799999999999969,0.036282858200666304,BBBY,0.869999,1.3799990000000015
1327,2021-08-10,28.299999,29.83,28.129999,29.559999,2177100,22.909999,3.445112631578947,2.5499989999999997,0.09440944094779709,BBBY,1.2600000000000016,1.5300009999999986
1328,2021-08-11,29.24,30.1,28.9,29.540001,1819400,22.890000999999998,3.442105413533834,2.5300009999999986,0.0936690485005553,BBBY,0.30000100000000174,0.860000000000003
1329,2021-08-12,29.549999,30.120001,28.559999,28.98,1391500,22.33,3.357894736842105,1.9699999999999989,0.07293594964827838,BBBY,-0.5699989999999993,0.5700019999999988
1330,2021-08-13,28.950001,29.07,27.75,27.85,1185300,21.200000000000003,3.1879699248120303,0.8399999999999999,0.031099592743428352,BBBY,-1.100000999999999,0.11999899999999997
1331,2021-08-16,27.700001,28.41,27.25,27.52,1339200,20.869999999999997,3.1383458646616536,0.509999999999998,0.018881895594224287,BBBY,-0.18000100000000074,0.7099989999999998
1332,2021-08-17,27.049999,27.27,26.120001,26.540001,2236400,19.890000999999998,2.990977593984962,-0.4699990000000014,-0.017400925583117413,BBBY,-0.5099979999999995,0.2200009999999999
1333,2021-08-18,26.52,26.879999,25.950001,26.02,1469600,19.369999999999997,2.9127819548872176,-0.990000000000002,-0.036653091447612064,BBBY,-0.5,0.35999900000000196
1334,2021-08-19,25.68,26.110001,25.219999,25.889999,1727700,19.239998999999997,2.8932329323308266,-1.120001000000002,-0.04146616068122925,BBBY,0.20999899999999982,0.43000100000000074
1335,2021-08-20,25.860001,26.799999,25.780001,26.58,1769100,19.93,2.9969924812030073,-0.43000000000000327,-0.015920029618659876,BBBY,0.7199989999999978,0.9399979999999992
1336,2021-08-23,26.77,27.620001,26.25,27.379999,2182300,20.729999,3.117293082706767,0.36999899999999997,0.013698593113661605,BBBY,0.609999000000002,0.8500009999999989
1337,2021-08-24,27.57,29.120001,27.549999,28.610001,3897400,21.960001,3.302255789473684,1.600000999999999,0.059237356534616765,BBBY,1.0400010000000002,1.5500009999999982
1338,2021-08-25,28.77,29.23,27.870001,28.75,2663100,22.1,3.3233082706766917,1.7399999999999984,0.0644205849685301,BBBY,-0.019999999999999574,0.46000000000000085
1339,2021-08-26,29.34,30.139999,27.860001,28.01,3123200,21.36,3.2120300751879696,1.0,0.03702332469455757,BBBY,-1.3299999999999983,0.7999989999999997
1340,2021-08-27,27.959999,28.799999,27.74,28.33,2175800,21.68,3.2601503759398494,1.3199999999999967,0.04887078859681587,BBBY,0.37000099999999847,0.8399999999999999
1341,2021-08-30,28.41,28.950001,28.1,28.440001,1382200,21.790000999999997,3.2766918796992472,1.4300009999999972,0.05294339133654191,BBBY,0.030000999999998612,0.5400010000000002
1342,2021-08-31,28.09,28.209999,27.389999,27.540001,2054500,20.890000999999998,3.141353533834586,0.5300009999999986,0.019622399111440154,BBBY,-0.5499989999999997,0.11999899999999997
1343,2021-09-01,27.530001,27.879999,26.709999,27.74,2095600,21.089999999999996,3.171428571428571,0.7299999999999969,0.02702702702702691,BBBY,0.20999899999999982,0.3499980000000029
1344,2021-09-02,27.25,28.16,27.16,27.700001,1151900,21.050001,3.1654136842105265,0.6900009999999988,0.02554613106256937,BBBY,0.4500010000000003,0.9100000000000001
1345,2021-09-03,27.700001,27.73,26.91,27.02,1834600,20.369999999999997,3.0631578947368414,0.00999999999999801,0.00037023324694550206,BBBY,-0.6800010000000007,0.02999900000000011
1346,2021-09-07,26.42,26.620001,25.08,25.190001,5131500,18.540000999999997,2.7879700751879692,-1.8199990000000028,-0.06738241392077018,BBBY,-1.229999000000003,0.20000099999999676
1347,2021-09-08,25.190001,25.299999,23.719999,24.27,6506700,17.619999999999997,2.6496240601503755,-2.740000000000002,-0.10144390966308782,BBBY,-0.9200009999999992,0.10999800000000093
1348,2021-09-09,24.370001,25.77,24.129999,25.33,3218600,18.68,2.8090225563909774,-1.6800000000000033,-0.06219918548685684,BBBY,0.9599989999999998,1.399999000000001
1349,2021-09-10,25.41,25.639999,24.309999,24.440001,2431200,17.790000999999997,2.675188120300751,-2.569999000000003,-0.09514990744168836,BBBY,-0.9699990000000014,0.2299989999999994
1350,2021-09-13,24.450001,24.639999,23.879999,24.209999,2454100,17.559998999999998,2.6406013533834582,-2.8000010000000017,-0.10366534616808595,BBBY,-0.2400020000000005,0.18999799999999922
1351,2021-09-14,24.209999,24.23,23.33,23.83,2301000,17.18,2.583458646616541,-3.1800000000000033,-0.11773417252869318,BBBY,-0.37999900000000153,0.0200010000000006
1352,2021-09-15,23.73,24.27,23.309999,24.01,1860300,17.36,2.6105263157894734,-3.0,-0.11106997408367271,BBBY,0.28000000000000114,0.5399999999999991
1353,2021-09-16,24.0,24.469999,23.4,23.459999,1987000,16.809998999999998,2.52781939849624,-3.5500010000000017,-0.13143283968900413,BBBY,-0.5400010000000002,0.4699990000000014
1354,2021-09-17,23.629999,24.450001,23.57,24.139999,4655100,17.489998999999997,2.6300750375939845,-2.870001000000002,-0.10625697889670499,BBBY,0.509999999999998,0.8200019999999988
1355,2021-09-20,23.6,24.25,23.23,23.620001,2299100,16.970000999999996,2.5518798496240596,-3.389999000000003,-0.12550903369122557,BBBY,0.02000099999999705,0.6499999999999986
1356,2021-09-21,23.610001,23.77,23.040001,23.120001,1815500,16.470000999999996,2.4766918796992474,-3.889999000000003,-0.14402069603850437,BBBY,-0.490000000000002,0.15999899999999911
1357,2021-09-22,23.389999,24.09,23.049999,23.469999,1733200,16.819999000000003,2.529323157894737,-3.540001,-0.1310626064420585,BBBY,0.08000000000000185,0.7000010000000003
1358,2021-09-23,23.700001,24.35,23.35,23.459999,1896300,16.809998999999998,2.52781939849624,-3.5500010000000017,-0.13143283968900413,BBBY,-0.2400020000000005,0.6499990000000011
1359,2021-09-24,23.17,23.360001,22.33,22.950001,4306100,16.300001,2.451127969924812,-4.059999000000001,-0.15031466123657908,BBBY,-0.2199990000000014,0.19000099999999875
1360,2021-09-27,22.9,24.469999,22.809999,23.77,4626000,17.119999999999997,2.5744360902255634,-3.240000000000002,-0.11995557201036659,BBBY,0.870000000000001,1.5699990000000028
1361,2021-09-28,23.290001,23.77,22.58,22.870001,4242900,16.220000999999996,2.4390978947368414,-4.139999000000003,-0.15327652721214374,BBBY,-0.4200000000000017,0.4799989999999994
1362,2021-09-29,22.98,23.48,22.139999,22.200001,5132100,15.550001,2.338346015037594,-4.809999000000001,-0.17808215475749725,BBBY,-0.7799990000000001,0.5
1363,2021-09-30,16.040001,18.0,15.7,17.27,52886300,10.62,1.5969924812030074,-9.740000000000002,-0.3606071825249908,BBBY,1.2299989999999994,1.9599989999999998
1364,2021-10-01,17.370001,17.49,16.5,16.58,13159400,9.929999999999998,1.4932330827067666,-10.430000000000003,-0.3861532765642356,BBBY,-0.7900010000000002,0.11999899999999997
1365,2021-10-04,16.25,16.799999,15.62,15.7,8890400,9.049999999999999,1.3609022556390975,-11.310000000000002,-0.4187338022954462,BBBY,-0.5500000000000007,0.5499989999999997
1366,2021-10-05,15.61,15.67,14.8,15.03,12372300,8.379999999999999,1.2601503759398494,-11.980000000000002,-0.44353942984079975,BBBY,-0.5800000000000001,0.0600000000000005
1367,2021-10-06,14.81,15.2,14.23,14.42,9605200,7.77,1.1684210526315788,-12.590000000000002,-0.46612365790447985,BBBY,-0.39000000000000057,0.3899999999999988
1368,2021-10-07,14.63,15.54,14.52,15.5,8534400,8.85,1.330827067669173,-11.510000000000002,-0.42613846723435767,BBBY,0.8699999999999992,0.9099999999999984
1369,2021-10-08,15.44,15.7,14.81,14.85,5054000,8.2,1.2330827067669172,-12.160000000000002,-0.4502036282858201,BBBY,-0.5899999999999999,0.2599999999999998
1370,2021-10-11,14.89,15.16,14.5,14.59,5023600,7.9399999999999995,1.1939849624060148,-12.420000000000002,-0.45982969270640506,BBBY,-0.3000000000000007,0.2699999999999996
1371,2021-10-12,14.65,14.77,14.34,14.45,3422900,7.799999999999999,1.1729323308270674,-12.560000000000002,-0.46501295816364313,BBBY,-0.20000000000000107,0.11999999999999922
1372,2021-10-13,14.64,14.74,14.1,14.44,4982000,7.789999999999999,1.1714285714285713,-12.570000000000002,-0.4653831914105887,BBBY,-0.20000000000000107,0.09999999999999964
1373,2021-10-14,14.15,14.61,13.92,14.42,5591200,7.77,1.1684210526315788,-12.590000000000002,-0.46612365790447985,BBBY,0.2699999999999996,0.4599999999999991
1374,2021-10-15,14.59,14.7,13.93,13.99,4806300,7.34,1.1037593984962406,-13.020000000000001,-0.4820436875231396,BBBY,-0.5999999999999996,0.10999999999999943
1375,2021-10-18,14.05,15.13,13.76,14.72,9370200,8.07,1.2135338345864661,-12.290000000000001,-0.45501666049611256,BBBY,0.6699999999999999,1.08
1376,2021-10-19,14.66,14.91,14.22,14.5,5719100,7.85,1.1804511278195489,-12.510000000000002,-0.46316179192891527,BBBY,-0.16000000000000014,0.25
1377,2021-10-20,14.5,14.85,14.26,14.28,3427800,7.629999999999999,1.1473684210526314,-12.730000000000002,-0.4713069233617179,BBBY,-0.22000000000000064,0.34999999999999964
1378,2021-10-21,14.3,14.64,14.21,14.29,2924800,7.639999999999999,1.1488721804511275,-12.720000000000002,-0.47093669011477235,BBBY,-0.010000000000001563,0.33999999999999986
1379,2021-10-22,14.22,14.76,14.03,14.31,3784100,7.66,1.1518796992481202,-12.700000000000001,-0.47019622362088115,BBBY,0.08999999999999986,0.5399999999999991
1380,2021-10-25,14.24,14.8,14.04,14.46,3390500,7.8100000000000005,1.174436090225564,-12.55,-0.4646427249166975,BBBY,0.22000000000000064,0.5600000000000005
1381,2021-10-26,14.45,14.66,14.01,14.13,4089200,7.48,1.124812030075188,-12.88,-0.4768604220659015,BBBY,-0.3199999999999985,0.21000000000000085
1382,2021-10-27,14.11,14.13,13.38,13.67,8415400,7.02,1.0556390977443608,-13.340000000000002,-0.493891151425398,BBBY,-0.4399999999999995,0.02000000000000135
1383,2021-10-28,13.85,14.41,13.55,14.39,7038200,7.74,1.1639097744360902,-12.620000000000001,-0.46723435764531657,BBBY,0.5400000000000009,0.5600000000000005
1384,2021-10-29,14.45,14.73,13.98,14.04,5368700,7.389999999999999,1.1112781954887216,-12.970000000000002,-0.4801925212884118,BBBY,-0.41000000000000014,0.28000000000000114
1385,2020-01-02,297.290009,298.450012,296.339996,290.068878,3142400,33.541259999999966,0.13075106790255997,-61.355164,-0.1745901152659328,VOO,-7.221131000000014,1.1600030000000174
1386,2020-01-03,295.220001,297.359985,295.040009,287.949829,3247900,31.422211000000004,0.12249055772232681,-63.47421299999996,-0.18062000721054813,VOO,-7.270172000000002,2.13998399999997
1387,2020-01-06,294.420013,297.420013,294.350006,289.028778,2777100,32.50115999999997,0.12669653370421882,-62.395264,-0.17754978755835948,VOO,-5.391234999999995,3.0
1388,2020-01-07,296.820007,297.269989,296.059998,288.23172,2251800,31.704101999999978,0.12358942965743351,-63.19232199999999,-0.17981786801029392,VOO,-8.58828699999998,0.4499820000000341
1389,2020-01-08,296.709991,299.309998,296.470001,289.718933,3719500,33.191314999999975,0.1293869067930143,-61.70510899999999,-0.17558590655559075,VOO,-6.9910580000000095,2.600007000000005
1390,2020-01-09,299.730011,300.190002,299.089996,291.721283,2168500,35.19366500000001,0.1371924990938013,-59.70275899999996,-0.16988808921616114,VOO,-8.008727999999962,0.45999100000000226
1391,2020-01-10,300.73999,300.859985,298.790009,290.885345,3666800,34.357726999999954,0.13393383241877665,-60.53869700000001,-0.17226680524037685,VOO,-9.854645000000005,0.11999500000001717
1392,2020-01-13,299.910004,301.320007,299.480011,292.809906,2728000,36.282287999999994,0.1414361864148288,-58.614135999999974,-0.1667903415668982,VOO,-7.100098000000003,1.4100029999999606
1393,2020-01-14,300.890015,301.910004,300.320007,292.421112,2620100,35.893493999999976,0.13992058352173203,-59.00292999999999,-0.16789668021631826,VOO,-8.468903000000012,1.0199890000000096
1394,2020-01-15,300.809998,302.299988,300.690002,293.072357,2822300,36.54473899999999,0.14245927703581604,-58.351684999999975,-0.16604352015278448,VOO,-7.737640999999996,1.4899899999999775
1395,2020-01-16,302.940002,304.040009,302.709991,295.521881,2582600,38.99426299999999,0.1520080500650031,-55.90216099999998,-0.1590732400716055,VOO,-7.418120999999985,1.100007000000005
1396,2020-01-17,304.769989,305.200012,304.200012,296.52301,2218000,39.99539199999998,0.15591066689747213,-54.90103199999999,-0.1562244622978868,VOO,-8.24697900000001,0.4300230000000056
1397,2020-01-21,304.079987,305.220001,304.0,295.910645,2757900,39.38302699999997,0.15352353601162727,-55.513397,-0.15796698678913948,VOO,-8.169342000000029,1.1400140000000079
1398,2020-01-22,305.309998,305.920013,304.320007,295.988434,2765300,39.460815999999966,0.15382677431636216,-55.435608,-0.15774563312318854,VOO,-9.321564000000023,0.6100149999999758
1399,2020-01-23,303.839996,304.970001,302.660004,296.279999,2673100,39.75238099999996,0.15496335759060437,-55.14404300000001,-0.15691596592586005,VOO,-7.55999700000001,1.1300050000000397
1400,2020-01-24,305.420013,305.519989,300.809998,293.57782,3448200,37.050201999999956,0.1444296808618866,-57.84622200000001,-0.16460519226513254,VOO,-11.842193000000009,0.09997600000002649
1401,2020-01-27,296.839996,298.730011,296.450012,288.912201,4302000,32.384582999999964,0.1262420914070935,-62.511841000000004,-0.1778815150045995,VOO,-7.927795000000003,1.8900150000000053
