Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,107.940002,108.349998,106.760002,107.339996,106.810196,1901000
2020-01-03,105.580002,107.750000,105.120003,107.199997,106.670868,1840300
2020-01-06,106.949997,109.309998,106.629997,108.779999,108.243073,2934200
2020-01-07,109.000000,109.250000,107.730003,108.389999,107.855011,1692400
2020-01-08,108.180000,110.000000,107.779999,109.489998,108.949577,2651600
2020-01-09,110.000000,110.339996,108.269997,109.360001,108.820213,1818600
2020-01-10,109.199997,109.269997,108.199997,108.589996,108.054016,1756000
2020-01-13,109.050003,110.070000,108.620003,109.820000,109.277946,1857400
2020-01-14,109.660004,110.169998,108.709999,109.580002,109.039139,1723400
2020-01-15,109.790001,110.449997,109.139999,109.610001,109.068993,1479100
2020-01-16,110.000000,111.290001,109.949997,111.260002,110.710846,2108300
2020-01-17,112.370003,112.989998,111.550003,112.930000,112.372604,3053300
2020-01-21,112.550003,112.970001,111.769997,112.410004,111.855164,2165000
2020-01-22,112.769997,114.040001,112.680000,113.089996,112.531815,2423100
2020-01-23,112.919998,113.730003,112.000000,113.480003,112.919884,1564900
2020-01-24,114.019997,114.129997,111.629997,112.330002,111.775566,2304000
2020-01-27,110.239998,111.190002,109.949997,110.559998,110.014297,2175500
2020-01-28,111.290001,112.879997,111.059998,111.900002,111.347679,2961900
2020-01-29,112.510002,112.959999,111.239998,112.209999,111.656143,2463900
2020-01-30,111.430000,111.889999,110.309998,111.639999,111.088974,3838500
2020-01-31,110.750000,110.750000,105.500000,107.919998,107.387329,6995800
2020-02-03,107.930000,109.449997,104.400002,105.040001,104.521545,4155500
2020-02-04,106.440002,107.419998,105.330002,107.070000,106.541527,4190500
2020-02-05,108.620003,108.959999,107.120003,107.820000,107.287819,2895700
2020-02-06,108.800003,110.349998,108.410004,110.000000,109.457062,2500600
2020-02-07,109.169998,110.959999,108.739998,109.089996,108.551544,2231300
2020-02-10,109.019997,109.760002,108.230003,108.699997,108.163467,2170800
2020-02-11,108.949997,109.230003,107.940002,109.040001,108.501801,1195300
2020-02-12,109.669998,109.980003,108.589996,109.720001,109.178436,1567200
2020-02-13,109.150002,109.339996,107.970001,108.839996,108.302788,1627000
2020-02-14,108.900002,109.889999,108.750000,109.690002,109.148598,1227500
2020-02-18,109.089996,109.830002,108.699997,109.459999,108.919724,2171400
2020-02-19,110.099998,110.900002,109.400002,109.779999,109.238144,1540000
2020-02-20,108.720001,109.370003,107.449997,109.199997,108.661003,4034000
2020-02-21,108.489998,108.940002,106.800003,108.010002,107.476891,2546900
2020-02-24,105.050003,107.930000,105.019997,107.029999,106.501724,2817100
2020-02-25,107.720001,109.220001,105.239998,105.379997,104.859856,3651300
2020-02-26,106.360001,108.260002,105.599998,106.540001,106.014137,2858000
2020-02-27,104.349998,106.400002,102.720001,102.739998,102.232887,4906200
2020-02-28,100.290001,101.889999,98.589996,101.370003,100.869659,6853700
2020-03-02,101.919998,106.930000,101.709999,106.889999,106.362411,4291500
2020-03-03,106.730003,109.709999,105.379997,106.699997,106.173340,3984800
2020-03-04,108.290001,111.940002,108.059998,111.830002,111.278023,4289700
2020-03-05,109.489998,111.930000,109.110001,110.209999,109.666016,3029900
2020-03-06,106.449997,108.760002,105.000000,107.669998,107.138550,3886200
2020-03-09,101.570000,104.180000,99.910004,100.930000,100.431831,4784300
2020-03-10,101.400002,103.570000,96.650002,103.379997,102.869736,6525600
2020-03-11,101.610001,102.169998,98.330002,101.180000,100.680588,4906000
2020-03-12,94.790001,99.419998,92.550003,93.349998,92.889244,6288700
2020-03-13,98.739998,99.610001,92.750000,97.059998,96.580925,5842000
2020-03-16,89.190002,96.120003,85.690002,88.669998,88.232338,6196600
2020-03-17,91.599998,98.199997,87.110001,95.410004,94.939079,6370100
2020-03-18,91.500000,97.690002,85.919998,90.209999,89.764740,7073400
2020-03-19,90.949997,93.980003,86.000000,90.059998,89.615479,6549700
2020-03-20,92.239998,94.370003,86.750000,86.940002,86.510887,6174400
2020-03-23,89.730003,97.720001,88.430000,95.470001,94.998779,8149000
2020-03-24,100.000000,103.099998,90.809998,94.300003,93.834557,5765200
2020-03-25,93.529999,94.150002,89.459999,89.639999,89.197556,5005600
2020-03-26,90.470001,99.570000,90.080002,99.199997,98.710358,5750300
2020-03-27,96.529999,99.680000,94.629997,95.370003,94.899269,4519800
2020-03-30,96.769997,99.290001,96.169998,97.690002,97.207817,3352700
2020-03-31,97.790001,101.000000,96.620003,100.169998,99.675575,3762300
2020-04-01,98.379997,99.839996,96.699997,97.529999,97.048607,4056500
2020-04-02,98.099998,102.820000,97.500000,102.290001,101.785110,3793000
2020-04-03,102.809998,104.349998,100.790001,102.830002,102.322449,4084300
2020-04-06,105.389999,107.500000,104.550003,106.510002,105.984283,4280200
2020-04-07,107.129997,107.459999,100.110001,106.320000,105.795219,5496100
2020-04-08,106.949997,108.239998,105.250000,106.800003,106.272850,3199600
2020-04-09,106.000000,109.379997,105.059998,105.800003,105.277794,3717200
2020-04-13,105.650002,109.779999,104.650002,109.300003,108.760521,2680800
2020-04-14,111.800003,113.019997,110.000000,112.029999,111.477036,2622800
2020-04-15,110.739998,114.470001,110.209999,113.510002,112.949738,3100000
2020-04-16,114.750000,118.690002,114.529999,118.099998,117.517075,4020600
2020-04-17,116.709999,117.000000,112.650002,115.150002,114.581642,5032100
2020-04-20,114.839996,116.529999,113.919998,115.410004,114.840363,2946100
2020-04-21,114.680000,116.199997,112.110001,113.269997,112.710915,2483200
2020-04-22,114.360001,115.070000,111.180000,114.570000,114.004501,2558900
2020-04-23,114.699997,116.629997,113.690002,114.459999,113.895050,2737700
2020-04-24,115.669998,116.680000,114.089996,116.309998,115.735909,1753800
2020-04-27,117.970001,118.470001,115.129997,116.019997,115.447350,2352000
2020-04-28,116.000000,116.489998,110.919998,111.349998,110.800400,4647900
2020-04-29,111.870003,114.449997,110.860001,112.779999,112.223343,3911900
2020-04-30,112.480003,114.489998,112.400002,114.260002,113.696037,3506700
2020-05-01,113.129997,114.360001,112.059998,113.269997,112.710915,2378600
2020-05-04,113.910004,117.559998,113.650002,116.830002,116.253349,3284800
2020-05-05,118.320000,120.190002,116.300003,119.610001,119.019623,5060600
2020-05-06,115.000000,117.160004,111.830002,115.320000,114.750801,6082900
2020-05-07,116.269997,116.940002,114.730003,116.800003,116.223495,3579000
2020-05-08,116.250000,117.519997,115.580002,116.620003,116.044380,3597800
2020-05-11,116.930000,118.500000,116.349998,117.370003,116.790688,2899100
2020-05-12,117.680000,119.519997,116.290001,116.370003,115.795624,2875700
2020-05-13,117.070000,119.160004,114.519997,116.900002,116.323006,3079200
2020-05-14,116.500000,117.260002,114.459999,117.120003,116.541924,2802800
2020-05-15,116.220001,118.900002,116.110001,118.129997,117.546936,3268100
2020-05-18,116.709999,117.919998,114.730003,117.120003,116.541924,4335100
2020-05-19,116.769997,119.370003,116.720001,118.540001,117.954903,2517900
2020-05-20,119.099998,121.760002,119.059998,119.550003,118.959923,3530400
2020-05-21,119.879997,119.879997,117.199997,117.360001,116.780724,2257100
2020-05-22,117.220001,120.010002,116.620003,119.820000,119.228592,2287300
2020-05-26,120.440002,120.480003,116.190002,116.639999,116.064278,3260800
2020-05-27,115.070000,117.760002,111.110001,117.379997,116.800621,4978700
2020-05-28,117.989998,122.099998,116.769997,121.349998,120.751045,4752400
