Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,297.290009,298.450012,296.339996,298.420013,290.068878,3142400
2020-01-03,295.220001,297.359985,295.040009,296.239990,287.949829,3247900
2020-01-06,294.420013,297.420013,294.350006,297.350006,289.028778,2777100
2020-01-07,296.820007,297.269989,296.059998,296.529999,288.231720,2251800
2020-01-08,296.709991,299.309998,296.470001,298.059998,289.718933,3719500
2020-01-09,299.730011,300.190002,299.089996,300.119995,291.721283,2168500
2020-01-10,300.739990,300.859985,298.790009,299.260010,290.885345,3666800
2020-01-13,299.910004,301.320007,299.480011,301.239990,292.809906,2728000
2020-01-14,300.890015,301.910004,300.320007,300.839996,292.421112,2620100
2020-01-15,300.809998,302.299988,300.690002,301.510010,293.072357,2822300
2020-01-16,302.940002,304.040009,302.709991,304.029999,295.521881,2582600
2020-01-17,304.769989,305.200012,304.200012,305.059998,296.523010,2218000
2020-01-21,304.079987,305.220001,304.000000,304.429993,295.910645,2757900
2020-01-22,305.309998,305.920013,304.320007,304.510010,295.988434,2765300
2020-01-23,303.839996,304.970001,302.660004,304.809998,296.279999,2673100
2020-01-24,305.420013,305.519989,300.809998,302.029999,293.577820,3448200
2020-01-27,296.839996,298.730011,296.450012,297.230011,288.912201,4302000
2020-01-28,298.700012,301.220001,298.220001,300.450012,292.042053,3562500
2020-01-29,301.779999,301.940002,299.920013,300.149994,291.750427,2739400
2020-01-30,298.040009,301.290009,297.299988,301.089996,292.664154,4432700
2020-01-31,300.440002,300.600006,294.720001,295.690002,287.415253,6184700
2020-02-03,297.119995,299.670013,297.029999,297.839996,289.505035,3205200
2020-02-04,301.500000,303.230011,301.160004,302.429993,293.966614,2292800
2020-02-05,305.399994,306.079987,303.869995,305.850006,297.290924,3049900
2020-02-06,306.799988,307.079987,305.809998,306.890015,298.301849,1925500
2020-02-07,305.829987,306.589996,304.739990,305.329987,296.785492,2249000
2020-02-10,304.390015,307.559998,304.350006,307.519989,298.914185,2246900
2020-02-11,308.929993,309.690002,307.609985,308.079987,299.458527,2438800
2020-02-12,309.559998,310.269989,309.170013,310.059998,301.383087,2115800
2020-02-13,308.600006,310.720001,308.359985,309.760010,301.091522,2043400
2020-02-14,310.109985,310.329987,309.000000,310.279999,301.596924,1637000
2020-02-18,309.239990,309.820007,308.029999,309.429993,300.770752,3000300
2020-02-19,310.420013,311.589996,310.119995,310.920013,302.219086,2257500
2020-02-20,310.350006,311.190002,306.670013,309.700012,301.033203,4617300
